"FMID","Market_Name","Address_Street_Number","Address_City","Address_State","Address_Zip","Latitude","Longitude","Spring_Day_A","Spring_Freq_A","Spring_Day_B","Spring_Freq_B","Summer_Day_A","Summer_Freq_A","Summer_Day_B","Summer_Freq_B","Fall_Day_A","Fall_Freq_A","Fall_Day_B","Fall_Freq_B","Accepts_CreditCards","Items","UpdateTime"
"1000039531","Tennessee Home Grown Farmers Market","9850 Charles Street","Signal Mountain","TN","37377","35.129723","-85.33931","Sunday","weekly","","","Sunday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2016/11/12"
"1000952135","Beechwood DR Market","6722 Beechwood DR","San Benito","TX","78586","26.128226","-97.629193","SATURDAY","EVERY OTHER WEEK","","","SUNDAY","WEEKLY","SATURDAY","EVERY OTHER WEEK","THURSDAY","EVERY OTHER WEEK","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2013 Apr 24"
"1000292706","Ledgewood Farmers Market","9337 Park Avenue","Ledgewood","NJ","7852","40.878208","-74.658357","SATURDAY","WEEKLY","","","FRIDAY","FIRST OF MONTH","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2013/7/28"
"1000788762","Highland Drive Farmers Market","1038 Highland Drive","Orwigsburg","PA","17961","40.6518","-76.100559","SUNDAY","EVERY OTHER WEEK","","","FRIDAY","EVERY OTHER WEEK","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016 May 11"
"1000148811","Charles Street Market","271 Charles Street","Versailles","KY","40383","38.050189","-84.719607","WEDNESDAY","WEEKLY","","","SATURDAY","WEEKLY","WEDNESDAY","WEEKLY","SATURDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016 Jan 17"
"1000278183","1st Avenue Market","953 1st Avenue","New Port Richey","FL","34652","28.241168","-82.710514","Sunday","weekly","Saturday","weekly","Sunday","weekly","Saturday","every other week","Wednesday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2015 Mar 19"
"1000045123","LFN Farmers Market","2466 Valley Road","Galax","VA","24333","36.659661","-80.911741","","","","","Saturday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/5/21"
"1000770409","Laurel Street Farmers Market","29652 Laurel Street","Joelton","TN","37080","36.330735","-86.91131","Saturday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2016 Nov 27"
"1000112799","Indiana Home Grown Farmers Market","3678 Main Street East","Indianapolis","IN","46254","39.771114","-86.141825","Sunday","weekly","","","Saturday","first of month","Sunday","every other week","Sunday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2012 Apr 16"
"1000820897","Louisiana Home Grown Farmers Market","8158 Laurel Street","Harvey","LA","70058","29.878906","-90.059378","Saturday","every other week","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2012/1/29"
"1000931604","Lilac Lane Farmers Market","9280 Lilac Lane","Roslindale","MA","2131","42.278253","-71.130759","Sunday","every other week","","","Sunday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/7/19"
"1000494210","Uvalde Farmers Market","5817 Monroe Street","Uvalde","TX","78801","29.20987","-99.780397","","","","","Friday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2013/5/19"
"1000267591","Kansas Home Grown Farmers Market","6637 Court Street","Lyons","KS","67554","38.339019","-98.199805","","","","","Saturday","weekly","Sunday","weekly","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/2/12"
"1000652392","New York Home Grown Farmers Market","2887 Pennsylvania Avenue","Monroe","NY","10950","41.31982","-74.179762","SATURDAY","WEEKLY","","","SUNDAY","WEEKLY","SATURDAY","FIRST OF MONTH","WEDNESDAY","WEEKLY","SATURDAY","WEEKLY","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2016 Jun 02"
"1000813062","Brookside Drive Farmers Market","195 Brookside Drive","Greensboro","NC","27407","36.072043","-79.820141","SATURDAY","FIRST OF MONTH","","","SATURDAY","WEEKLY","SUNDAY","EVERY OTHER WEEK","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2013/5/20"
"1000851771","Colonial DR Farmers Market","455 Colonial DR","Louisville","KY","40214","38.21791","-85.739834","","","","","Sunday","weekly","","","Saturday","weekly","Sunday","weekly","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2012 Dec 18"
"1000987750","VFT Farmers Market","2590 Park Place","Columbiaville","MI","48421","43.14925","-83.401984","","","","","SATURDAY","WEEKLY","FRIDAY","FIRST OF MONTH","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2013/12/12"
"1000054082","Texas Home Grown Market","3012 Main Street East","Houston","TX","77032","29.759355","-95.380646","Saturday","weekly","Wednesday","weekly","Saturday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2017/10/6"
"1000603492","Michigan Home Grown Market","234 Brookside Drive","Canton","MI","48187","42.300972","-83.48123","SATURDAY","WEEKLY","FRIDAY","WEEKLY","SUNDAY","FIRST OF MONTH","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2014/5/8"
"1000615716","STP Market","6265 Spring Street","Summerville","SC","29483","32.999442","-80.169885","Friday","every other week","Sunday","every other week","Saturday","weekly","Sunday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2014/6/22"
"1000386768","ZYW Market","1256 Prospect Street","Corona","NY","11368","40.73962","-73.84984","SUNDAY","WEEKLY","","","SATURDAY","FIRST OF MONTH","","","SATURDAY","EVERY OTHER WEEK","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:Y","2012/12/7"
"1000449693","6th Street North Farmers Market","676 6th Street North","Denham Springs","LA","70726","30.471061","-90.949479","Saturday","every other week","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2012 Aug 24"
"1000524300","Orange Street Farmers Market","3755 Orange Street","Valrico","FL","33594","27.93953","-82.249739","","","","","Saturday","every other week","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2016/1/30"
"1000993208","Mulberry Street Farmers Market","6161 Mulberry Street","Saint Joseph","MO","64506","39.758653","-94.850728","","","","","SUNDAY","EVERY OTHER WEEK","","","SUNDAY","WEEKLY","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017 Jan 22"
"1000137394","Miami Farmers Market","276 Creek Road","Miami","FL","33136","25.771063","-80.201129","","","","","SATURDAY","FIRST OF MONTH","","","SATURDAY","FIRST OF MONTH","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2013/4/1"
"1000725371","Madison Street Farmers Market","9819 Madison Street","Huddleston","VA","24104","37.159536","-79.478109","Wednesday","weekly","","","Saturday","weekly","Thursday","first of month","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2017 Oct 20"
"1000230005","8th Street Farmers Market","9734 8th Street","Millstone Township","NJ","8510","40.188654","-74.418013","SUNDAY","EVERY OTHER WEEK","","","SUNDAY","WEEKLY","SATURDAY","FIRST OF MONTH","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/3/2"
"1000037141","Texas Home Grown Farmers Market","600 Lincoln ST","New Caney","TX","77357","30.149572","-95.179618","Sunday","weekly","","","Sunday","weekly","","","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2012/1/9"
"1000449913","Ohio Home Grown Farmers Market","814 Creek Road","Wooster","OH","44691","40.809296","-81.928759","SATURDAY","WEEKLY","","","SUNDAY","EVERY OTHER WEEK","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2012 Nov 18"
"1000852777","Primrose Lane Farmers Market","4192 Primrose Lane","Orlando","FL","32814","28.499055","-81.371296","SUNDAY","EVERY OTHER WEEK","","","SUNDAY","FIRST OF MONTH","WEDNESDAY","FIRST OF MONTH","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2013/9/12"
"1000327010","Schenectady Market","5115 Columbia Street","Schenectady","NY","12307","42.801371","-73.919575","Sunday","weekly","","","Friday","first of month","Sunday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2012/12/8"
"1000110123","6th Street West Market","994 6th Street West","Shiocton","WI","54170","44.439229","-88.569361","Saturday","weekly","","","Thursday","weekly","Saturday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2012/10/19"
"1000620795","DMZ Farmers Market","3423 Holly Drive","Brownsville","TX","78521","25.919265","-97.481579","Saturday","every other week","","","Thursday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2016/12/7"
"1000052652","Kentucky Home Grown Farmers Market","542 Heather Lane","California","KY","41007","38.908357","-84.260248","SATURDAY","WEEKLY","","","SATURDAY","FIRST OF MONTH","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2014/10/14"
"1000199250","Cedar Street Farmers Market","7535 Cedar Street","Orlando","FL","32806","28.501228","-81.368278","","","","","Saturday","weekly","","","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2012/5/15"
"1000581230","Forest Drive Market","1998 Forest Drive","Great Neck","NY","11021","40.799539","-73.72923","Saturday","weekly","","","Saturday","weekly","Friday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2013/1/8"
"1000462003","JPX Farmers Market","650 Buckingham Drive","Knoxville","TN","37917","35.971924","-83.938939","Saturday","weekly","","","Wednesday","weekly","Saturday","every other week","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2016/10/7"
"1000196549","Kentucky Home Grown Farmers Market","32071 Dogwood Lane","Lexington","KY","40509","38.041615","-84.450997","Friday","weekly","","","Saturday","every other week","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2015/1/21"
"1000777181","GKV Farmers Market","69427 Bank Street","Ashburn","VA","20148","39.038799","-77.479048","Sunday","every other week","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2017/4/19"
"1000809459","Texas Home Grown Farmers Market","18123 2nd Street","Dallas","TX","75237","32.789406","-96.760912","","","","","Sunday","every other week","Saturday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2013/9/27"
"1000289776","Harrison Street Market","3353 Harrison Street","Latonia","KY","41015","38.979591","-84.48106","","","","","SUNDAY","WEEKLY","SATURDAY","EVERY OTHER WEEK","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2015/1/14"
"1000647231","Pennsylvania Home Grown Farmers Market","4701 12th Street","Philadelphia","PA","19124","39.949537","-75.161311","Saturday","weekly","Sunday","weekly","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2017/1/12"
"1000665942","AZE Market","6566 Colonial Avenue","Clifton","NJ","7013","40.858639","-74.150196","Monday","first of month","Sunday","weekly","Friday","weekly","Saturday","every other week","Monday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2013/5/16"
"1000393558","Oak Lane Farmers Market","648 Oak Lane","Noxapater","MS","39346","32.989329","-89.062195","Saturday","weekly","","","Friday","weekly","Saturday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:Y","2015/5/15"
"1000577972","Elm Street Market","1123 Elm Street","Amherst","WI","54406","44.440256","-89.279689","","","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/8/30"
"1000727841","Texas Home Grown Farmers Market","25826 2nd Street East","Corsicana","TX","75109","32.079115","-96.391034","SATURDAY","WEEKLY","","","WEDNESDAY","FIRST OF MONTH","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2016 Aug 16"
"1000053977","Honesdale Market","8747 Warren Street","Honesdale","PA","18431","41.572293","-75.252043","Tuesday","weekly","","","Sunday","every other week","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016/7/1"
"1000351982","Willow Street Market","5204 Willow Street","Warrenton","VA","20187","38.710947","-77.789249","SATURDAY","WEEKLY","","","SATURDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2014 Jul 31"
"1000285243","QXR Market","9313 Cedar Street","North Aurora","IL","60542","41.798835","-88.329701","SATURDAY","FIRST OF MONTH","","","SATURDAY","WEEKLY","FRIDAY","WEEKLY","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012/9/15"
"1000568155","4th ST W Market","353 4th ST W","Osceola","IN","46561","41.658676","-86.070622","Sunday","weekly","","","Saturday","weekly","Sunday","weekly","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2014/7/26"
"1000389742","Minerva Farmers Market","7968 Maple Lane","Minerva","OH","44657","40.721335","-81.099252","Saturday","every other week","","","Saturday","weekly","","","Saturday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2017/9/3"
"1000284188","Missouri Home Grown Farmers Market","7955 Hillside Avenue","Saint Louis","MO","63119","38.629019","-90.239497","SATURDAY","EVERY OTHER WEEK","","","SATURDAY","WEEKLY","SUNDAY","WEEKLY","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/10/10"
"1000277199","Charles Street Farmers Market","7207 Charles Street","Sauk Centre","MN","56378","45.729332","-94.948947","","","","","Sunday","every other week","","","Sunday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016/10/18"
"1000187997","11th Street Farmers Market","195 11th Street","Delavan","WI","53115","42.619939","-88.630705","Saturday","weekly","","","Sunday","weekly","","","Friday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016/11/29"
"1000070241","Damascus Farmers Market","2282 Franklin Street","Damascus","MD","20872","39.270312","-77.19935","Sunday","weekly","","","Sunday","weekly","Saturday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016/5/4"
"1000250438","Cottage Street Market","6485 Cottage Street","Cabot","AR","72023","34.959835","-92.020805","","","","","Friday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:N","2012/12/22"
"1000334238","Levering Farmers Market","360 Dogwood Drive","Levering","MI","49755","45.630527","-84.759495","SUNDAY","FIRST OF MONTH","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2013/9/2"
"1000446075","1st ST Farmers Market","104 1st ST","Saint Petersburg","FL","33712","27.750277","-82.640096","","","","","Sunday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012/11/29"
"1000129524","9th Street Farmers Market","7871 9th Street","Grovetown","GA","30813","33.440339","-82.198575","Sunday","weekly","","","Saturday","weekly","Sunday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2013 May 10"
"1000911886","VGU Farmers Market","65413 Highland AVE","Huffman","TX","77336","30.062016","-95.088363","Friday","every other week","","","Sunday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012/9/11"
"1000867845","Ellenwood Farmers Market","8481 Mechanic Street","Ellenwood","GA","30294","33.630043","-84.259191","Saturday","every other week","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2016/2/11"
"1000942293","Illinois Home Grown Farmers Market","106 4th Street","Saint Charles","IL","60175","41.919559","-88.30051","Sunday","weekly","","","Sunday","every other week","","","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2012 Nov 20"
"1000461850","Dogwood Drive Market","5482 Dogwood Drive","Montross","VA","22520","38.090341","-76.819037","Thursday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2014 Jun 16"
"1000312396","Academy Street Farmers Market","9540 Academy Street","Pinetown","NC","27865","35.600975","-76.829657","FRIDAY","WEEKLY","","","SATURDAY","WEEKLY","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012 Jan 13"
"1000313686","Park Avenue Farmers Market","3828 Park Avenue","Rosedale","MD","21237","39.321765","-76.502348","Thursday","weekly","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:Y","2016/5/16"
"1000840781","BJQ Farmers Market","7752 5th Street South","Canfield","OH","44406","41.021475","-80.759863","SUNDAY","WEEKLY","","","SATURDAY","FIRST OF MONTH","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/8/5"
"1000666291","South Carolina Home Grown Farmers Market","8527 Cherry Street","Little River","SC","29566","33.872018","-78.630659","Saturday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2013/9/20"
"1000516833","River ST Farmers Market","955 River ST","Saint Peter","MN","56082","44.318305","-93.958389","Sunday","every other week","","","Thursday","weekly","Friday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2016/11/23"
"1000943490","Missouri Home Grown Market","1085 James Street","Saint Louis","MO","63111","38.629361","-90.236897","Saturday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2012 Nov 06"
"1000889742","Brick Market","5748 Jefferson AVE","Brick","NJ","8724","40.060823","-74.108236","Sunday","weekly","Saturday","every other week","","","","","Wednesday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2017/1/8"
"1000909596","Newfane Market","4808 Jefferson Avenue","Newfane","NY","14108","43.280414","-78.68919","Friday","first of month","","","Sunday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014/12/29"
"1000844314","7th Avenue Farmers Market","4267 7th Avenue","Sorrento","FL","32776","28.808108","-81.489063","Saturday","weekly","","","Friday","weekly","Saturday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2014 Oct 03"
"1000196522","Locust Lane Farmers Market","162 Locust Lane","Racine","WI","53405","42.721097","-87.798937","Friday","weekly","","","Thursday","weekly","Tuesday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2016/7/15"
"1000687711","New ST Farmers Market","69840 New ST","Sedalia","MO","65301","38.701176","-93.229029","SUNDAY","WEEKLY","","","SATURDAY","WEEKLY","FRIDAY","EVERY OTHER WEEK","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2014 Jun 01"
"1000374043","Florida Home Grown Farmers Market","188 Canterbury CT","Miami","FL","33134","25.770329","-80.200147","Saturday","every other week","","","Saturday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2017/9/12"
"1000262595","Connecticut Home Grown Farmers Market","846 Valley View Drive","Danbury","CT","6811","41.401811","-73.470678","","","","","SATURDAY","WEEKLY","","","SUNDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2012/10/15"
"1000204903","Cherry Lane Farmers Market","267 Cherry Lane","Burlington","NJ","8016","40.069355","-74.849916","Saturday","every other week","","","Saturday","weekly","Sunday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016/1/14"
"1000648560","Winding Way Farmers Market","826 Winding Way","Baton Rouge","LA","70809","30.44148","-91.120355","Wednesday","weekly","","","Saturday","every other week","Friday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:N","2016/2/14"
"1000319661","VWT Farmers Market","657 Beech Street","Harrisburg","IL","62946","37.730324","-88.541291","","","","","Sunday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2017/4/25"
"1000445313","UDE Farmers Market","6098 Creek Road","Kilgore","TX","75662","32.379009","-94.860014","","","","","Sunday","weekly","","","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017/11/10"
"1000288076","New York Home Grown Farmers Market","627 Devon RD","Whitesboro","NY","13492","43.121503","-75.289438","","","","","Thursday","every other week","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2017 Feb 10"
"1000276137","Cedar Street Farmers Market","946 Cedar Street","Spring","TX","77381","30.058626","-95.381362","Wednesday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2017 Jun 26"
"1000739419","Church Street Farmers Market","483 Church Street","Hyannis","MA","2601","41.64991","-70.28904","Saturday","weekly","","","Saturday","every other week","","","Saturday","first of month","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2015/3/6"
"1000017866","Connecticut Home Grown Farmers Market","7190 2nd Street West","Wolcott","CT","6716","41.609782","-72.979959","Saturday","every other week","","","Friday","weekly","","","Thursday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2017/10/12"
"1000890033","3rd Avenue Farmers Market","3301 3rd Avenue","Maxwell","IA","50161","41.889514","-93.389071","","","","","Saturday","weekly","","","Friday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2017/10/9"
"1000086999","8th Street Farmers Market","6959 8th Street","Brooklyn","NY","11233","40.64024","-73.940721","SUNDAY","FIRST OF MONTH","","","","","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:N","2016/6/22"
"1000589303","New York Home Grown Farmers Market","743 Virginia Avenue","Dansville","NY","14437","42.559275","-77.689615","SUNDAY","WEEKLY","","","SATURDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2015 Jan 07"
"1000025046","Henry Street Farmers Market","1752 Henry Street","Columbus","OH","43224","39.981151","-82.981053","","","","","Saturday","weekly","Sunday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016 Jan 12"
"1000319725","Illinois Home Grown Market","9096 Pennsylvania Avenue","Evanston","IL","60202","42.041165","-87.679368","Sunday","every other week","","","Saturday","weekly","Sunday","weekly","Sunday","first of month","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017/9/19"
"1000291827","XNF Market","7341 Deerfield Drive","Glen Allen","VA","23060","37.659114","-77.481153","SATURDAY","WEEKLY","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017 Jan 23"
"1000726491","Louisiana Home Grown Farmers Market","5426 Beechwood Drive","Baton Rouge","LA","70818","30.440876","-91.119302","Sunday","weekly","","","Saturday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:Y|crafts:N","2013/7/4"
"1000487684","Wall Street Farmers Market","6333 Wall Street","Westbury","NY","11590","40.748231","-73.580284","Saturday","every other week","","","Sunday","weekly","Thursday","first of month","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2015/5/2"
"1000411557","Union Street Farmers Market","35472 Union Street","Annandale","NJ","8801","40.639308","-74.888859","Friday","weekly","","","Wednesday","first of month","Sunday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:Y","2012/9/29"
"1000144752","New York Home Grown Farmers Market","618 5th ST N","Monsey","NY","10952","41.110339","-74.059478","WEDNESDAY","WEEKLY","","","SUNDAY","FIRST OF MONTH","","","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2015/12/29"
"1000150959","Academy Street Farmers Market","5317 Academy Street","Largo","FL","33778","27.899343","-82.782187","Sunday","weekly","","","Sunday","weekly","Thursday","weekly","Sunday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:Y","2014/10/9"
